gameId,Date,Season,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,HTGD,ATGD,DiffPts,DiffFormPts,f_cornersAgainstHome,f_cornersForHome,f_freesAgainstHome,f_freesForHome,f_goalsAgainstHome,f_goalsForHome,f_halfTimeGoalsAgainstHome,f_halfTimeGoalsForHome,f_redsAgainstHome,f_redsForHome,f_shotsAgainstHome,f_shotsForHome,f_shotsOnTargetAgainstHome,f_shotsOnTargetForHome,f_yellowsAgainstHome,f_yellowsForHome,f_cornersAgainstAway,f_cornersForAway,f_freesAgainstAway,f_freesForAway,f_goalsAgainstAway,f_goalsForAway,f_halfTimeGoalsAgainstAway,f_halfTimeGoalsForAway,f_redsAgainstAway,f_redsForAway,f_shotsAgainstAway,f_shotsForAway,f_shotsOnTargetAgainstAway,f_shotsOnTargetForAway,f_yellowsAgainstAway,f_yellowsForAway
926,2018-12-22,1819,Milan,Fiorentina,A,2.3,3.25,3.25,0.2941176470588235,0.4705882352941176,0.2941176470588235,0.0,5.324880008212986,5.163435358004384,10.550134224489494,14.76719729178727,1.4069453012570847,1.0431082116474149,0.8573918493942437,0.6666555038522237,0.2516302755919303,0.1779762313644315,12.2769671117824,9.52872453542246,6.61096965990878,4.453413319134961,2.301926339724128,2.5467605186732034,4.200396534725043,7.146250976068469,12.330773523696005,11.374410788470474,0.720162691667331,0.928791952846422,0.2907654762690725,0.3594794303536185,0.047221148846663,0.3297670748741895,9.261362159615892,12.379471717813262,4.007920629329457,6.108035825047579,2.22703817263636,2.706852771731245
927,2018-12-22,1819,Napoli,Spal,H,1.2,7.0,13.0,1.1764705882352942,-0.6470588235294118,1.2941176470588236,0.5294117647058824,4.116673807832219,7.271035897866977,14.848699194653957,12.599585911776948,0.6300762739253917,1.7932912890165529,0.4301118684500149,0.8272749686375998,0.0673502265608644,0.1577338374263183,7.06373503324466,12.426934171446138,3.842836955250199,6.16504776157528,2.9417203546555197,2.185361556937957,5.962287106837099,3.320817382320985,15.73570237073688,15.309882276483515,1.1321838208603532,0.6743269622635453,0.379830636377582,0.1649910547610991,0.1857217969071027,0.1439874702526118,11.950634401722288,7.362628482643143,5.299728337209313,2.8957075838528024,2.8413521239428494,3.1460754961783195
928,2018-12-22,1819,Parma,Bologna,D,2.54,3.1,3.0,-0.2941176470588235,-0.6470588235294118,0.5294117647058824,0.2352941176470588,4.345778983582163,6.937841706795987,12.634269247965744,12.397245194966102,0.589224019891904,1.123557053166602,0.2378990258109463,0.294119533644566,0.0386354853830689,0.2698094246391782,9.941114497154892,11.765022311931656,4.551935062700346,6.27021113028192,2.3675766873069515,2.760152268009358,5.190083891229427,6.341402407933943,11.033163017340955,9.264684888335564,0.8463979200413173,1.8398593274579405,0.2489317380460131,0.9545839405528628,0.1981804653637624,0.2586741027333252,9.284689555508,14.238914644181932,4.871086217662633,8.281623774207507,2.813945883146721,1.9421303676877884
929,2018-12-22,1819,Sassuolo,Torino,D,2.62,3.2,2.8,0.2352941176470588,0.1176470588235294,0.1176470588235294,0.0588235294117647,5.20804894170651,4.8293615703655375,14.085843708747092,15.352798019746494,1.682293418518969,2.121774491813643,0.7099301289080515,0.7907451094153701,0.1838528298488921,0.066743386935374,9.782858854422075,8.873167244600973,4.629947437376041,5.4504183471578616,2.770402885047032,2.873487157754604,6.231757663253815,4.303068463765066,12.518162406636629,12.936320621577918,1.091193076558382,0.8570928445752228,0.3957416935922939,0.3538227273313067,0.1751847591166622,0.1809892203411501,9.896354653741708,10.998970658383536,4.214601299230031,4.396585692215146,2.0431793730319554,2.296150094344431
930,2018-12-22,1819,Udinese,Frosinone,D,1.7,3.7,5.25,-0.5294117647058824,-1.411764705882353,0.2941176470588235,0.1176470588235294,6.772934238078213,4.480907219592249,14.67553088648857,13.478819347576987,1.8911493988025507,1.202861805949084,0.7532405116856037,0.2637455180558781,0.1146478979015623,0.089938535309184,9.50538481157882,11.266992072396222,5.377013251199169,5.303743109719034,2.288582760800736,2.269038955227677,5.79985191840831,4.589806278437796,11.756157249717392,12.709538839967426,1.529817857275877,1.0136948807059964,0.6705187760318406,0.3971242050987917,0.1564893407337107,0.3388075669696054,12.949721439021022,9.282016042839563,5.911927341158782,3.650493712580945,1.7618342773495763,2.112536203492158
931,2018-12-26,1819,Atalanta,Juventus,D,4.75,3.5,1.8,0.4444444444444444,1.4444444444444444,-1.3888888888888888,-0.5,4.505338751291306,6.93663959870766,12.581064963963536,11.30951695497266,1.3476088819150227,3.0214452691048077,0.4414944685206557,1.1242188739216572,0.1813683860443423,0.2469489247612858,9.327607869081184,11.652918679666048,4.532091249591217,6.4977864707359165,2.446073531244579,1.7498378771944958,5.317762667666204,6.061345769749433,12.214507043255402,12.68046582215268,1.2461428241651509,2.0777515803681634,0.399814660204949,1.0601567055630248,0.1544185030532023,0.0046724061176873,9.133468429327156,13.404638139075905,4.246031459610066,7.56753703137976,1.6796066296844387,1.6785452239044492
932,2018-12-26,1819,Bologna,Lazio,A,5.0,3.8,1.72,-0.7222222222222222,0.3888888888888889,-0.8333333333333334,-0.1666666666666666,5.265016882326057,4.1262454474710255,13.336675191858792,12.649487535107532,1.56724817291332,0.849338143159729,0.6794791261011222,0.5731773415950236,0.0820862131973027,0.0122019587434394,11.306659665339698,9.02938622832656,6.370480611612962,4.552295894908615,2.181811280286505,2.482179427431993,5.536726206375945,3.712765392565562,12.23186887317734,13.860213901970129,2.1063522886637465,0.3768794517510812,0.8452658711225953,0.1144376566196008,0.0859697369160622,0.1514981436775439,13.71607151646307,9.162614528926342,6.332006100558271,4.156743160455336,1.872048434029268,3.1150354193277083
933,2018-12-26,1819,Cagliari,Genoa,H,2.3,3.2,3.3,-0.3333333333333333,-0.5555555555555556,-0.1111111111111111,-0.1111111111111111,7.060053092133813,3.62612331412124,14.692847389753805,13.798994583351616,1.4717867639827855,0.5517220595064695,0.6744068855759432,0.1349926810391449,0.1519541973242087,0.1178079300940806,13.232337243285558,7.296696030969897,6.336141371265373,2.914669841415671,2.50656082724053,2.937698132340548,5.77810357254254,5.434937923254664,15.957611824704912,14.290288107557494,1.3109816085971506,1.3270395673166089,0.5053629426516636,0.3646337430617004,0.0746996208481057,0.3790956812541103,8.252129498965187,10.688298974761375,4.431915226512967,5.523289649004088,2.996920935216342,3.4229490833352862
934,2018-12-26,1819,Fiorentina,Parma,A,1.6,3.8,6.0,0.3888888888888889,-0.2222222222222222,0.1666666666666666,0.1666666666666666,4.577943440353291,7.342615986908095,11.419834476347408,14.926756766125406,1.170552533043458,1.4434344181804897,0.866493602378943,0.4772397544979666,0.2175854218577838,0.3396728375157302,8.786892868465639,13.118964620540035,5.680502370547305,7.059482434980661,2.5052311002871117,2.9162568656321444,4.277278570735327,8.13084755649842,13.421662971306269,12.12693392578456,0.5155169509007671,2.0126928737754013,0.3519097102136541,1.0404977025296815,0.0551047307698559,0.1290549577709086,7.052146845332152,13.622037054505324,3.689593871818316,7.044129990524462,2.770498471254431,1.9698412729313464
935,2018-12-26,1819,Frosinone,Milan,D,5.25,3.75,1.7,-1.3333333333333333,0.2777777777777778,-1.0,-0.2222222222222222,6.635196385282355,3.5398156428108707,12.777451029666668,11.961643701599169,1.1066600089980028,0.8866126037850519,0.1165583000586029,0.5573281363832874,0.1918431516823757,0.0304232709766064,14.353169204292271,6.146879325726939,6.725881662146872,2.8504138999779336,2.627731958031134,2.1432369473116526,5.8412747512486485,5.223870228590569,14.882488056536598,11.365240282362691,1.244190577427992,0.7289359040325225,0.7881022748016973,0.3815685518165724,0.2198303844843223,0.075616783250467,10.295324622408586,9.896292849949894,5.556646085527863,5.169184313285799,2.760180746196704,2.395605381042671
936,2018-12-26,1819,Inter,Napoli,H,2.75,3.3,2.62,0.8888888888888888,1.0555555555555556,-0.4444444444444444,-0.2777777777777778,5.958512302814949,3.922558822112198,14.742376317790969,16.091262194711135,1.1985050605056842,1.4283942932533282,0.5577982806223789,0.543873074867351,0.3262024533520469,0.1501455358034798,9.00237925781831,9.49847259937503,4.820477163567475,5.329669812575263,2.855857583857338,2.504908081659779,3.173053981846402,8.035208255324203,12.033424652310057,11.569188947258557,0.4909915566265301,1.130404330331001,0.0530688927964235,0.3724153549595793,0.2534418355871236,0.0383126893685804,9.336720270589783,10.665735164295064,4.303872213960086,5.32772824564998,2.558036422974455,1.8690146387822724
937,2018-12-26,1819,Roma,Sassuolo,H,1.61,4.0,5.25,0.4444444444444444,0.1111111111111111,-0.0555555555555555,-0.0555555555555555,5.025885055151228,5.282029682210809,10.387008349938323,11.737160605834823,2.214321961982803,1.2625695254066307,0.852909992991266,0.503863387969932,0.100175680535516,0.130680085461929,12.338977780899953,8.369957049855751,7.135458425230069,4.10698274476412,1.5769731264407572,1.7451941706423688,5.447629098156767,5.133719838239413,11.722837097808087,14.627706874498706,1.5147734287650343,0.8534521723503303,0.7015024215611524,0.5454454117213874,0.2058793161966164,0.1456169164317167,11.681154907077476,10.159865531696637,6.681702449320505,4.916429081283734,2.428848823956561,2.629167697450702
938,2018-12-26,1819,Sampdoria,Chievo,H,1.75,3.7,5.0,0.5555555555555556,-1.2222222222222223,1.0,0.3333333333333333,4.657539660830681,4.503473214865483,9.771184207767588,11.057671957900313,2.357173544794265,1.2148292673270602,0.8796538235429948,0.4122512020497305,0.0819617890541805,0.1069198985318152,12.277345012518545,9.21178911325712,7.110829442984239,4.63298967637479,1.6538876582663231,1.609703344085999,6.685497983155019,4.239555440985206,15.294147866460063,14.744631935160944,1.9314618994217447,0.9968635047990684,0.9154238163193916,0.2922667395854926,0.306144343807874,0.0963883063652334,12.826457743078029,8.515478575082582,6.456842940550976,3.8392753280484295,2.232640675869206,2.949025744682129
939,2018-12-26,1819,Spal,Udinese,D,2.5,3.1,3.1,-0.6111111111111112,-0.5,0.1111111111111111,-0.1111111111111111,4.954137014801753,6.834329814390662,12.981360611337472,12.285673212564172,0.6036047783197094,2.0103850785353887,0.2879261263132789,0.8513163014039891,0.0450856887764422,0.1055904199118055,7.769938330525022,11.872575765711444,3.9278495323261615,6.308833626023334,2.6304078396242674,2.520779225246277,7.256160340881578,3.0711006303940263,12.818521744262984,11.41508164371964,1.4560699671198698,1.0920847563480984,0.0950478312913536,0.6390218406641479,0.1564390996294578,0.0248087517204846,14.472539799280108,6.673413799224643,6.591922477648824,3.2471132739718067,2.880979721958924,2.116803017853911
940,2018-12-26,1819,Torino,Empoli,H,1.7,3.8,5.0,0.2777777777777778,-0.7777777777777778,0.3888888888888889,-0.0555555555555555,5.337341366069564,6.642965607552642,10.29986064797112,9.580196727930328,0.6925073885831563,1.5053394485611022,0.203671421878371,0.7810232234779264,0.1621476533526385,0.3934606299834131,9.778382365334815,14.195475617814168,5.258161452177042,8.23041945144413,2.484137539595775,2.1344703015123287,4.442949131431036,4.133114009667085,13.88841757918922,15.10683474256338,1.3764218868027605,2.4632700399583776,0.5808519231978017,0.8287914532919194,0.1504250424860028,0.0546082256316919,9.095066333015827,9.805318657953867,3.78813880943616,6.095796831763955,2.993965997643406,2.71467131033124
941,2018-12-29,1819,Chievo,Frosinone,H,2.3,3.0,3.4,-1.105263157894737,-1.3157894736842106,-0.1052631578947368,0.0526315789473684,4.6389692592825,4.745770775376102,11.04595762309733,13.240851074254806,1.4211782595692928,1.243733596932805,0.5739565262830038,0.6280917007901584,0.1684467131200476,0.1191411133509605,11.920944924816329,10.494435436201908,6.73957473146589,5.295260158747113,2.1690581277774994,2.514773570238918,7.723309835242597,4.393469542926668,15.098161636217531,13.57357946660693,1.5473040520867978,1.5296142062728386,0.6162876907900776,0.5794281524944215,0.0938028254661662,0.0735860742735436,9.0498602984234,11.218448059024478,4.944829021849528,5.975789819933409,2.054294985101989,2.038304598739316
942,2018-12-29,1819,Empoli,Inter,A,6.5,4.2,1.5,-0.7894736842105263,0.8947368421052632,-1.0526315789473684,-0.2105263157894736,3.6870441687740265,7.846988571875618,13.300074719983892,11.647518229850832,0.5835385466564805,0.9248762695475428,0.2252381856211385,0.3047034720013701,0.2073615016818484,0.2131649282805266,8.911862038078338,10.362874224266523,4.248622720318369,5.086323109227725,2.6383934372618847,2.074648341545507,4.6713774470867815,5.012382641958346,13.275461520396322,13.076853439319205,2.009566688485648,0.6949130256781573,0.9195738312912926,0.4689632791200966,0.0671614471089076,0.1918016032402998,9.978176085148307,8.842225095244908,5.9394841352575165,4.088242094201265,2.5123910486704872,2.576328622775679
943,2018-12-29,1819,Genoa,Fiorentina,D,2.54,3.25,2.7,-0.5263157894736842,0.3684210526315789,-0.3157894736842105,-0.1578947368421052,5.987260366810204,5.3229192635600215,11.26641485023616,12.738562945602098,1.5650259481663993,2.245433111800405,0.5089392678244344,1.4128554876109338,0.1263424114901808,0.0038228777296637,10.018292354381469,12.240158473327808,4.564934831712311,7.100712114940631,1.374223605030773,1.9188097294946125,5.010182807087154,6.767325032233012,12.337129383653576,11.415927883337082,0.4820923795345496,0.9192739518719611,0.1946446573294664,0.2406432546119105,0.2134290341103562,0.2207531654412386,10.679093682087396,11.80774552809443,5.178855962597396,6.402900016152154,2.482562744564882,2.4401245817905344
944,2018-12-29,1819,Juventus,Sampdoria,H,1.2,6.5,13.0,1.4210526315789471,0.4736842105263157,1.105263157894737,0.0,4.961036628790274,6.092263723820036,13.812937058437576,11.66247146597864,1.3816114637120316,1.1418596273352415,0.8266294118400667,0.3121919510455557,0.1798609353536208,0.061868178030826,10.059809355833607,10.82424629819796,5.455436976279834,5.32024280051453,2.6219650680659368,2.687315597800989,6.147873702969524,4.300275401239206,14.243762440074295,16.620123615715688,0.980595048737801,1.35050442147862,0.4563804110614092,0.6268052433651348,0.4487110986282508,0.1228463473795055,9.001946665486185,9.044204852435495,4.671299496939325,5.087911663983532,2.8820652959755044,2.5949247944020524
945,2018-12-29,1819,Lazio,Torino,D,1.75,3.6,4.6,0.3684210526315789,0.2631578947368421,0.2631578947368421,0.0,5.2805289938601865,3.702510559148896,12.787587424559922,12.947898690422678,1.6200670644998425,0.7012577813767814,0.5056068405985046,0.2894913221355888,0.1433329846197246,0.1480820892542281,10.642471992050703,10.09006689911527,5.084673793340998,3.597206472635651,2.0353285779076087,2.605940987371996,6.000266560134803,5.355858300566434,16.510773313068835,14.964781181284296,1.618075862660186,1.8130323749693065,0.5952969533951217,0.6619730635513977,0.0611178715551999,0.4919873759688232,9.297196866467408,10.744971888640563,5.080657914884516,5.79178244103911,2.997480765178977,2.9824128848149383
946,2018-12-29,1819,Milan,Spal,H,1.5,4.0,7.0,0.3157894736842105,-0.631578947368421,0.5789473684210527,0.1052631578947368,5.4726061139097295,5.937114232554069,12.16412866029538,13.48962268999128,1.7971237023482145,0.8293867199290325,0.9122426357857956,0.3249198039176433,0.1280367332274536,0.2772061909401677,12.595226630678782,8.867104033590431,6.473395099287598,3.532222128059108,1.623318953707657,1.910256893054468,4.049822613089875,7.311796036626483,12.65723497078367,10.525968414947508,1.6480436317150091,3.0175461292538484,0.9066772940630212,1.1016336240382396,0.1483923157384155,0.2020491201012265,8.904406436849856,12.079660739410338,4.617165568146746,6.40727983937452,2.546787435009079,1.4316855347667925
947,2018-12-29,1819,Napoli,Bologna,H,1.28,5.5,10.0,1.0526315789473684,-0.7368421052631579,1.4736842105263157,0.5263157894736842,6.175862524705294,3.396679910331492,12.742718792206976,13.701464123857551,1.717631578981593,1.045514987392073,0.6892747052282506,0.4624122742623863,0.2546511557125139,0.1235396363362941,12.661188442804455,8.209870206763238,5.532547959192608,4.127816701715295,2.08020835844979,3.2783528575805168,3.92740826709066,7.462140353345425,11.707137299840747,14.21280098795375,1.3213611639299054,1.362809978227583,0.7089493104829011,0.3904688897384345,0.1780244359262399,0.2779141395682617,7.916548707499958,12.733698324540596,5.193138301459979,6.68503108184826,2.958825447285704,2.749664707658225
948,2018-12-29,1819,Parma,Roma,A,4.75,3.8,1.7,-0.3157894736842105,0.5263157894736842,-0.1052631578947368,-0.1578947368421052,3.576970399337897,6.469023922604985,11.033112334292635,14.174109899123485,1.0811136788872755,1.2968445274508174,0.5800494354785084,0.5012927282869022,0.145656356573727,0.2273842958649067,8.113539852158066,12.418480446443796,4.97620406420628,6.378661793357365,2.6026753649355774,3.1588165801711536,4.9016247994196185,5.50284761942892,10.17642583440133,10.683547575704075,2.292232517012874,1.3575884249041397,1.0833543305667663,0.5191152505563278,0.0670595576387884,0.0874798022477031,11.86327983921192,9.536920284273288,6.54522075156681,5.426996239519104,1.716817546349036,1.3170282814681882
949,2018-12-29,1819,Sassuolo,Atalanta,A,3.4,3.5,2.04,-0.1052631578947368,0.631578947368421,0.0,-0.0526315789473684,7.288134715225627,4.5596362708185865,14.149757341990496,14.245607945513036,1.943923372290035,1.179251958997111,0.9308013043055966,0.6027636969184994,0.2504817356825381,0.0788631597029131,12.494374516107683,8.785391562208357,6.9192351345094245,3.868497995760128,1.8267060063605536,2.77647560878856,5.262303934393728,6.173297581724852,10.854339421734016,13.149733320312862,1.462293957294897,2.018990727184706,0.5982230375679732,1.1559726709420373,0.1033710638803708,0.0031278090495417,9.287693742390337,12.014675113891704,4.644037589810559,7.446037185945709,1.8516374963997828,2.1153897792434178
950,2018-12-29,1819,Udinese,Cagliari,H,2.3,3.1,3.2,-0.3684210526315789,-0.4210526315789473,-0.2631578947368421,-0.1052631578947368,5.0911271829471785,6.200247702894674,15.87245089067296,14.789366420545718,1.5056984327620413,1.665208306367443,0.4870611433752773,0.5416143243773253,0.0500055312404408,0.4025351255351161,8.879524707725286,10.4277042716106,4.520538292383685,5.46600381445763,2.9979388078750278,2.98561054213052,4.912370207378763,6.344244587137517,10.608976894684584,8.565615501749013,0.5665969539327792,1.777095913241545,0.1666402541574989,1.0026553653018973,0.132666261749092,0.3219223334168142,9.45504011616113,14.887207325657824,4.665768459166464,9.279434099656504,2.5779307144847814,1.7463847910290469
951,2019-01-19,1819,Inter,Sassuolo,D,1.4,4.75,8.0,0.85,-0.1,0.7,0.25,8.129238720479467,3.242059603441568,11.563609195882206,11.338688081765458,1.740222052388705,1.4432263777002994,0.2615994497785116,0.5214132802436222,0.1276473179874067,0.0202428333277048,15.121750029271924,7.4696989059741234,7.035116297895096,3.56972272377428,2.5347954396660497,2.0953060455934724,4.289399776185822,7.511172466931328,13.972788409196474,11.893424006949624,0.659258811118776,0.7567169473274494,0.3661039704592498,0.2493028405688802,0.1696594103584122,0.1744076684815654,8.74606893976855,10.660533457075108,4.748873136246296,4.706991633730485,2.5223219028800674,1.879257733429196
952,2019-01-19,1819,Roma,Torino,H,1.6,4.0,5.75,0.55,0.2,0.15,0.2,3.677127591454989,6.709651300960656,13.628646797074508,10.6121559761143,1.3483993341767953,2.6507195592424093,0.7418268764860043,0.9013366009091226,0.1214118946173832,0.1653129163406844,8.739968902403694,11.701540603883382,4.141317281659059,6.333228959275031,2.083735172765084,1.535015437833981,5.149940174803018,6.984584676758264,16.210599016677627,13.905671711235016,1.13040789683058,0.9342475607026478,0.6763322681080413,0.2554294431233799,0.3289780089949039,0.0506193519997766,9.139838588863723,10.31074394062999,4.645352745037321,4.534739473575313,3.0543376074957607,3.107806152607632
953,2019-01-19,1819,Udinese,Parma,A,2.1,3.1,4.0,-0.4,-0.25,-0.35,0.0,4.912945184675633,5.373767617188263,13.225377607452788,13.790152816042225,1.6441909258907863,0.7503833848054794,0.7523785887569295,0.5655154104671699,0.0549502748721287,0.1569285843689272,10.345780434361592,8.689093259304926,5.405032472762772,4.617652624052625,2.237410857211383,2.4715416001511183,4.886429394670914,4.610176088553669,11.764874420967772,12.833423605035383,1.3446003939725693,1.1994183973628814,0.6514189762727659,0.6957113917502797,0.1378200379191291,0.0974790926793241,11.753500392549425,9.313628989856245,6.968742962768294,4.696121946340737,2.320138468616592,2.239360193038852
954,2019-01-20,1819,Cagliari,Empoli,D,2.0,3.5,3.8,-0.4,-0.75,0.2,0.05,5.917422299319861,5.900538660240387,12.821287678928766,10.976668266920136,0.5762574017084856,0.9339514152102286,0.1592547195313025,0.3787081178072713,0.1746237550694695,0.1806162261545391,10.737440285512228,10.751791792673243,5.87360942594371,6.147827285208248,2.5766422458239657,2.723738295008857,5.204859546973409,5.2212752791195065,11.952468903268612,14.309691294172248,1.652192119685787,0.6785891340532028,0.7463803378926336,0.2658434757625204,0.1047573271190706,0.226805065169564,12.123367241924027,8.709448754301874,6.387323262805664,3.253636285791691,1.6918064168670954,1.5629374569536283
955,2019-01-20,1819,Fiorentina,Sampdoria,D,1.8,3.6,4.5,0.35,0.45,-0.15,-0.1,4.544231107826103,3.927093280043516,12.09052346870546,14.541955696834506,1.6716179082340266,2.015402758676413,0.8388788469956768,0.6781020977140583,0.1230750346825269,0.044679457306433,10.714145186220174,9.477078901017162,5.644840849430083,5.351106496571796,2.449608541959069,2.766549254056749,5.407317306385082,3.139628424498652,12.974114690567252,12.65214007070899,1.5855553156278777,0.8530935320667442,0.7464620379278155,0.3773077622784788,0.2077839691361597,0.100802825385848,12.355455572794265,8.355289379653108,5.434535348590071,4.1042927197011405,2.617580432201932,2.8590341697692425
956,2019-01-20,1819,Frosinone,Atalanta,A,8.5,4.5,1.4,-1.5,0.85,-0.9,-0.4,7.046344408270718,4.685565990695194,14.353041336101274,13.832928655409258,1.4477942240844666,1.4333207138843642,0.6860535654373955,0.6558957614008974,0.076747766230481,0.0602067879949071,8.13170387729714,11.178730229971164,4.409405561447217,6.343828035786139,1.86260498713614,2.21315830867477,4.7806575570655765,7.773542578114791,12.62111322642068,11.142823534261929,1.0393130016979215,2.190315064774295,0.2355759213783158,0.8783497012265548,0.0368882907934865,0.0863921616907456,8.357222272120515,12.986652902426188,4.122785981555407,6.798136604518838,2.515788232089834,2.2442739107690013
957,2019-01-20,1819,Napoli,Lazio,H,1.9,3.6,4.0,1.05,0.3,0.6,0.2,7.030078486787901,4.609316238267345,16.017623819713673,18.50737387283765,0.8023050393630371,1.104958162320967,0.3734021542658722,0.5128406533342478,0.3671272622791212,0.2823288301333345,8.819774543964174,8.308894877148248,4.00379049557387,4.344654995664669,3.2671443341796147,3.032211196678928,6.138614633810815,3.2111450015252303,13.00802607527464,12.957371655827648,1.5073275979025362,0.7555745485555776,0.4136783238613619,0.2368565361412046,0.1172724418865574,0.121158072948665,10.343840719908917,9.52823655220392,4.8874603758020765,3.306805294956661,2.210723382429417,2.677588080783379
958,2019-01-20,1819,Spal,Bologna,D,2.5,3.1,3.1,-0.6,-0.7,0.2,0.05,5.365992548068931,7.087443925932176,13.417274459856127,10.571401072140892,0.8503470009440484,2.33753050788941,0.1927439355722652,0.9004679374192867,0.0301813288152343,0.0706844958917882,8.4740909501921,12.443625100705816,3.736824893090644,6.471202675654323,2.058372188814116,1.83622410784973,6.067062476866067,2.930351843925008,12.427960751883626,14.185106030099057,1.2943905924322958,0.8800708192353653,0.6093848823678439,0.4916563512209133,0.1696273931645092,0.0822918176262856,12.106545400587333,7.371866515442617,5.722010706534136,3.5342334341366284,2.6878063565232195,2.884920543164497
959,2019-01-21,1819,Genoa,Milan,A,3.2,3.2,2.37,-0.6,0.4,-0.55,-0.05,3.735831665874193,7.126078338130633,13.33252919690883,11.22812761827188,1.2850540005408784,2.5324069118287085,0.7887674445082209,0.7374572185395839,0.0993370046349465,0.1352560223897529,8.059974554910204,11.02853321977368,3.933805048141288,6.090823693381247,2.250328778109343,1.4377399034531897,5.750618244505116,5.191349811253268,12.490144463797986,11.16272858246388,0.4714833284237557,1.3095966133296657,0.1302993159119443,0.6734884607185654,0.1428739813456799,0.1477769122308974,10.057905686545542,11.88782965122708,5.351134983632206,6.848222325911262,2.2899800186352075,2.228513149295156
960,2019-01-21,1819,Juventus,Chievo,H,1.11,10.0,21.0,1.5,-1.2,2.1,0.35,4.622157809787351,5.18104341009391,11.961110920876497,13.707929239268774,1.89724809850203,0.5552092912074206,0.9743111860854708,0.2175082982372865,0.0857105403252788,0.1855677804961341,13.010027745481157,8.398639889151157,7.044173580206567,3.207520597357291,1.38420524943935,1.4605851918118502,8.472777469804594,3.0139729910957422,11.64374617151067,12.378307640509048,1.6042907815823793,1.1781983432761172,0.2135604248185314,0.4256631339596906,0.1042067002794436,0.0165255243795641,14.732120759404076,7.19980956756946,7.028667688341394,3.2814654312934035,2.436587849794004,2.0778044434036427
961,2019-01-26,1819,Milan,Napoli,D,3.75,3.5,2.0,0.3809523809523809,1.0,-0.6190476190476191,-0.1904761904761904,4.55587316632305,4.865963158690077,10.689805434427042,10.195627478598066,2.0572800157444577,1.110752973911461,1.06819892455401,0.4247302037795062,0.0548668519192264,0.0715743068527443,11.160861931155484,8.348383584289476,6.082451107568645,4.622083945572762,1.586486454033614,1.259386497406012,6.492463605172176,5.28819035775846,13.197942908029743,14.408759810629189,1.7300134568816954,1.1727169469732217,0.7431347355222212,0.5366419862573701,0.0627936268756703,0.0492600992370418,8.471394082402993,10.782597459744926,4.516786368765993,5.554041117914647,1.5239495339544875,1.8107658877571235
962,2019-01-26,1819,Sampdoria,Udinese,H,1.83,3.5,4.75,0.6190476190476191,-0.5714285714285714,0.5714285714285714,0.238095238095238,6.361624053660511,4.317416799036057,12.716715437579587,12.863710222373026,1.2819457767390476,1.1631605068478512,0.7147973443724769,0.7510365933805623,0.1127618491475288,0.0797556212413309,10.889227591868046,9.256605537020771,6.428971513720664,4.933190683928173,2.2619314741855443,2.1958401578383557,3.2902485078737382,5.838292298827312,10.4816373631221,13.960635371507223,0.884547554990161,1.2428727950598877,0.4745859015066955,0.5919667779028907,0.1191733825888434,0.1860416965193482,7.183805331393633,11.615120363379669,4.253257869011135,5.946177829909921,2.3112798433517394,2.7663044737608216
963,2019-01-26,1819,Sassuolo,Cagliari,H,2.0,3.3,4.0,0.0476190476190476,-0.5238095238095238,0.238095238095238,0.0476190476190476,3.873145270444164,7.963686564918923,14.523190517911916,11.91280146027716,0.5393935724511693,0.8009502297357528,0.2995396120371215,0.2039750512677565,0.1388122447660321,0.1426971832283964,8.24678367681625,11.085891011336225,4.24907801938775,5.1239022467616335,2.427354283950879,1.901210872857422,4.081643632586153,4.849439958572076,13.71042829639332,13.716145568191903,1.549505560994717,1.6489658925992794,0.8681736021563835,0.5548108069301474,0.1006977555966245,0.0365559195952171,9.311573330876008,9.753973646939068,4.8003243293624,5.650905316083181,2.549679716384074,2.8089948443282413
964,2019-01-27,1819,Atalanta,Roma,D,2.15,3.6,3.25,0.8095238095238095,0.5238095238095238,-0.0952380952380952,-0.0952380952380952,4.928302896983795,6.099836479809472,10.316435640416408,10.099139959589094,0.4635793257023154,1.4539875646182774,0.1363420260574871,0.8203543893630024,0.1085451231924332,0.2633909999304163,9.55412373163798,14.36226053793793,4.544719648123762,8.319536988366755,2.472852402512736,2.1561330118072197,6.115518759762883,5.407622378644817,16.92351040008161,18.960578624298453,0.6564313954988403,1.0858748600358352,0.3055108533303229,0.601415080209409,0.4821950330448995,0.2309963154427097,9.034360991021655,8.98000490106591,4.366737679051823,4.827444997590253,3.400390819188128,2.844536433204277
965,2019-01-27,1819,Bologna,Frosinone,A,1.65,3.75,5.5,-0.8571428571428571,-1.238095238095238,0.1904761904761904,0.0476190476190476,5.849954432340898,6.441930296977821,15.808669981901035,13.559184272437138,1.2885163154263353,0.9462026073943406,0.553362171017579,0.3908065617191633,0.2691635367091193,0.0414157890121913,8.932594208328508,9.345149470579464,4.709834375490386,4.255694585473105,2.6808198752174803,3.0882049393013467,5.074558604190478,5.982020847308823,16.077459820124467,13.73675434160315,1.231935080705838,1.362443159041936,0.3985045716438807,0.4431389924403718,0.0409136164480331,0.3293469207199532,9.4468838531118,10.349939858407296,4.425894966272785,5.199457665746503,3.180131752326954,2.806408624957358
