gameId,Date,Season,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,HTGD,ATGD,DiffPts,DiffFormPts,f_cornersAgainstHome,f_cornersForHome,f_freesAgainstHome,f_freesForHome,f_goalsAgainstHome,f_goalsForHome,f_halfTimeGoalsAgainstHome,f_halfTimeGoalsForHome,f_redsAgainstHome,f_redsForHome,f_shotsAgainstHome,f_shotsForHome,f_shotsOnTargetAgainstHome,f_shotsOnTargetForHome,f_yellowsAgainstHome,f_yellowsForHome,f_cornersAgainstAway,f_cornersForAway,f_freesAgainstAway,f_freesForAway,f_goalsAgainstAway,f_goalsForAway,f_halfTimeGoalsAgainstAway,f_halfTimeGoalsForAway,f_redsAgainstAway,f_redsForAway,f_shotsAgainstAway,f_shotsForAway,f_shotsOnTargetAgainstAway,f_shotsOnTargetForAway,f_yellowsAgainstAway,f_yellowsForAway
1635,2020-12-16,2021,Parma,Cagliari,D,2.3,3.4,3.1,-0.5833333333333334,-0.4166666666666667,-0.0833333333333333,0.0833333333333333,7.704502593666163,4.062706770966261,13.089036750384944,11.63821021535385,1.9555542337107388,1.4533721169773302,0.9267399468407088,0.4615677983730109,0.2207931556780403,0.0866937614685593,13.612217715912552,9.615624687222317,6.189835793867162,5.183046305571521,2.817909494848504,2.345270189862259,6.556114124898553,3.200716302213365,14.605365265429343,14.98489880415597,1.703591437263985,1.1083662511781271,0.628775907200921,0.2676883399619784,0.0124453425564981,0.068307614708144,10.250579725853743,5.867986758717475,5.03429718623397,3.5332067906795634,2.590193313612363,2.5077271776696204
1636,2020-12-16,2021,Spezia,Bologna,D,3.1,3.5,2.2,-0.6666666666666666,-0.5,-0.1666666666666666,-0.0833333333333333,5.654409263774766,3.190913241279787,17.681663844406685,14.716779947890664,1.6201149491331486,1.6601094541832562,0.417866668672576,0.5388612908132911,0.1032444407808787,0.1172327428059417,11.037905354775134,9.400900539194282,5.939185313460977,5.490410334141367,2.84167480614544,2.3150285344261707,4.964319954762495,3.720193540969902,16.050715874529427,14.774781136580332,1.120380884352074,1.168791351211148,0.375953437586585,0.4100145641965422,0.2353416801496078,0.1120212293949965,8.812371273416392,7.230809062987035,3.926670426838352,4.04150446658018,3.048056158382233,2.1376986287061808
1637,2020-12-16,2021,Verona,Sampdoria,A,2.15,3.5,3.2,0.1666666666666666,0.0,0.5,0.5833333333333334,3.632802751387495,6.541614943572054,13.544687011870613,9.472720943442068,1.0666734994410705,1.9584701398719564,0.3109531659308052,0.4756494430101625,0.251820627411903,0.1443330178273706,5.694951206067288,13.501241475358343,2.432596958797935,7.754335629851345,3.5217040491556046,2.158464306483023,3.220649715807247,3.5649364738696536,13.215871045076304,17.07085956076723,1.8844040590420663,1.0443573679758678,0.4931344072241411,0.5721726978411217,0.0,0.2053254612281817,8.154509325382719,7.92488615779245,4.875831520380066,3.6845964453790536,1.62126659028083,3.77000611663462
1638,2020-12-17,2021,Roma,Torino,H,1.4,5.0,6.5,1.0833333333333333,-0.8333333333333334,1.3333333333333333,0.6666666666666666,6.320550217148971,6.026114689667249,12.855234491535109,13.03705565166206,1.1342555161396524,2.271773533354255,0.3741459485914726,1.147836607022367,0.0638362547194752,0.1845811530392919,10.32651824677768,10.495620310960968,5.4670619196940855,5.8763369860144055,2.2990929345531264,2.5326740546102804,3.170992163717511,6.793901594515852,12.518985300871089,12.247381623868645,1.1792006372815595,2.207211852454038,0.4023789457088833,0.8276486364770363,0.01070402878507,0.3076839546965618,7.711868006282168,11.608525915828734,4.731969095516539,6.726859116227581,2.2012263531391967,2.130100334444493
1639,2020-12-19,2021,Fiorentina,Verona,D,2.1,3.5,3.4,-0.6666666666666666,0.1666666666666666,-0.6666666666666666,-0.5,5.7177451492181,5.754004148015806,16.018771101306964,11.62251322108551,1.0971391701686832,1.1490304986772,0.6947184386266481,0.6827586535591085,0.4421467729798394,0.1154497785982902,8.466823238568528,9.23037861328298,3.980229943238046,4.318417003769252,2.6155118291450723,2.464215314692689,2.4826929283079844,6.412211731826376,11.426694608861313,14.082196056365545,1.027083849674353,2.6184747030014432,0.3949086479991857,1.020133951336179,0.002988560335097,8.849217246776348e-05,6.46975083966153,13.497543886656649,3.757884792288824,6.724083490758679,2.016054146532768,1.940053240267945
1640,2020-12-19,2021,Sampdoria,Crotone,H,1.83,3.7,4.33,0.0,-1.4166666666666667,0.5,-0.25,6.818638829462453,2.98240424726548,14.4952988535331,14.0785535670367,1.757483903215988,1.0886632964184677,0.5144530149825715,0.2190177326961639,0.0101825530007712,0.0558880483975723,10.750474321153066,6.07380734804157,5.209879516009612,3.436260101465097,2.664703620228297,2.597231327184235,5.754913622313031,4.839795921498147,13.08017840132245,13.629093592983551,1.71312388159148,1.3394717936659473,1.0886501312039167,0.618418333152337,0.0136325389003491,0.1934532601578376,10.279902499919782,9.0346052423536,5.602828534605138,5.859923050172862,2.7495515371401638,2.7359850249914395
1641,2020-12-19,2021,Parma,Juventus,A,8.5,5.25,1.33,-0.9230769230769232,0.9230769230769232,-0.9230769230769232,-0.3846153846153846,5.898631995849157,6.203184746091385,12.699737311255998,13.757590987723503,1.4734817859324436,2.040541981835299,0.4879375943021142,1.120957223927391,0.0522296629522979,0.1510209433957842,10.812605838272647,11.860052981695342,6.291232479749709,6.080639352193605,2.2447124009980124,2.254006044681138,5.171789397633899,4.247110833774374,17.739543145423653,14.222819957365086,1.507366776563485,1.5400895534226635,0.3418909107321075,0.4408865106654198,0.0844727242752644,0.0959176986594068,10.485558926634198,10.418918622977142,5.222969801922616,5.401244818842937,2.870461205028087,2.075932437257776
1642,2020-12-20,2021,Torino,Bologna,D,2.6,3.5,2.6,-0.7692307692307693,-0.4615384615384615,-0.5384615384615384,-0.4615384615384615,2.7208203669128666,5.514061400496942,13.69311120652458,14.92411140784988,1.3488021693949324,2.26986647408099,0.18649472847494,1.555889432026511,0.1168723557102952,0.0564900892783711,7.592798149569292,10.82479244186128,4.428061056839992,6.639991246042921,2.57942403831166,2.76546228381535,3.098541117596392,6.096486493302549,11.226938064498029,14.83198123993467,1.273556085637389,2.5691451436822605,0.8270248784365946,0.6197571467228201,0.0973401753182188,0.0176909630806899,7.370354734120733,13.090238266143398,3.8652087204030985,7.032772877608772,2.654109877733202,2.113238946200781
1643,2020-12-20,2021,Benevento,Genoa,H,2.3,3.4,3.1,-0.6153846153846154,-1.0769230769230769,0.3846153846153846,0.3076923076923077,6.630010072377212,4.940475604450429,12.662408273995313,13.079607102417349,2.202664777195062,0.5704529260636065,0.9880749469155468,0.2028339175730422,0.001014445671689,0.0119430869323981,12.206044184458714,8.52463492685944,6.446528578709039,3.673688558506983,1.932716922006441,2.0882027110168657,5.575675983324632,5.0184497567365,11.237805591691949,13.6300058326833,1.3856643805020668,1.6129460996785203,0.6636954187627412,0.8407200401015058,0.0962578959568907,0.0152040619888895,7.9115554532854,9.692650888000935,5.45832751674771,5.076290388728292,2.2111894242447763,3.321317385943769
1644,2020-12-20,2021,Cagliari,Udinese,D,3.0,3.4,2.37,-0.3846153846153846,-0.0769230769230769,-0.1538461538461538,-0.6153846153846154,3.8259513895816513,5.186124286951755,13.547292039020736,13.072639046941124,1.7650498483075978,1.2164347887656577,0.8683446455330884,0.4770575622710087,0.2415718835665175,9.518095646353524e-05,7.7029623043886515,8.4474915732084,4.951725928452534,5.239156173139733,2.824116681666148,1.7068409223716747,3.335929523862495,7.170412226558956,13.991107555166868,9.386771680998056,1.2363692268154216,1.784202841713418,0.2544162266706586,0.3891677260992237,0.3878532406097392,0.1180906509496667,6.1140509867823285,15.95556120711138,2.717579329925584,8.344456424423829,3.790485131127314,2.1296526143952006
1645,2020-12-20,2021,Inter,Spezia,H,1.22,6.5,12.0,1.2307692307692308,-0.6923076923076923,1.2307692307692308,0.9230769230769232,5.698079971595215,3.589249259257452,15.314222070520652,15.36118457317208,1.098493450576754,1.138102014267287,0.3075982663144242,0.335466460740831,0.1925522832568088,0.0916537329024302,9.937394691447397,7.370661962266366,4.121821260611597,3.6703218319385407,2.6756823070353377,2.294480698053354,4.759042956961427,2.499414584687677,14.352024533175024,13.875356155059883,2.583861699374437,1.252923601616262,1.4677387633585792,0.8238401075872321,0.0169067664725847,0.1056233997248645,10.754721670646395,7.963445806599015,5.98536579363732,4.040376946991586,2.5903634416140946,2.8681114297083905
1646,2020-12-20,2021,Sassuolo,Milan,A,3.6,4.0,1.9,0.6153846153846154,1.1538461538461535,-0.3846153846153846,-0.2307692307692307,3.7486833518871374,5.642789884310831,13.17225929701634,12.800407995483893,1.1509696637956772,1.0085335860842044,0.6224884020685699,0.4120514593218314,0.1221764224837363,0.0272396811199939,8.849552119281453,8.55004311985686,4.865226829294801,4.575214494814558,2.3398567088323947,2.5794422240003967,6.764934850623587,3.936209382481292,12.749392603520306,13.753129237011702,2.142414054279033,1.1874342187106457,0.979048198746982,0.4986697530853284,0.0676705264265098,0.3362079023534214,13.389768099741548,7.572084491307347,6.913197535616135,3.5010035282634075,2.0305047134129883,2.3513778954663827
1647,2020-12-20,2021,Atalanta,Roma,H,2.25,3.75,2.9,0.6153846153846154,0.7692307692307693,-0.3076923076923077,-0.1538461538461538,3.867175406677966,6.285919486422059,13.333715246167252,12.202403146801618,1.1466187032303667,2.3513551520078497,0.5110373192163593,0.8589852480266662,0.0087578417332391,0.2517414174790049,9.582437459685416,11.861521203859876,5.144338350877169,7.321975640549841,1.982821561659342,2.1064457281818583,6.667320303908676,4.778578267154216,12.527393704860406,12.067626539834968,1.781817100308786,1.552759004799634,0.758241774687852,0.3776463804870086,0.1806489455547602,0.0709312593833666,12.409996313019356,10.230965653181896,5.609865649527676,5.331583340922154,2.851016859421504,2.464311973523667
1648,2020-12-20,2021,Lazio,Napoli,H,2.87,3.4,2.45,0.0,1.1538461538461535,-0.4615384615384615,-0.1538461538461538,4.50505523147348,3.2684459615867665,12.41713845321432,16.86797611785672,1.7168461952509206,1.2254119847345808,0.3997059035988995,0.4637697184679628,0.0,0.3558833049699261,11.724947664341808,7.939117113443055,6.036107276072156,3.744352328794675,1.693020852860331,4.003038909130064,6.431688192990066,5.293029688604205,14.722835856663163,13.54524533556143,1.5326857127053002,1.5539041352971528,0.430007163850766,0.8861095249315211,0.0826733772309825,0.1645937633217608,12.108425995042724,7.188911943557339,7.264513745060004,4.098866271330934,2.5989909557979964,3.0873004151437136
1649,2020-12-22,2021,Crotone,Parma,H,2.62,3.4,2.62,-1.2307692307692308,-0.9230769230769232,-0.4615384615384615,-0.1538461538461538,5.471007622720153,5.196913437329863,11.19456821138432,12.242732044922697,1.1337254022289631,1.6833195361006077,0.5430235244422426,0.6878618509921408,0.0787564603283651,0.0124396870818186,8.109454461778965,11.748532544728045,5.011358877339035,5.062419408959512,2.536427710745727,2.8992596794085377,3.4988530274741647,5.056959327679316,13.203454623520113,15.483363879149904,1.4672017749594903,2.220799842429901,0.1525865960249508,1.454818626203509,0.0956228364902414,0.0462191639550309,9.12138030419306,11.402102906977412,4.713868137414539,6.887265564944209,2.655892394982267,2.8081055049398325
1650,2020-12-22,2021,Juventus,Fiorentina,A,1.3,5.5,9.0,0.9230769230769232,-0.3846153846153846,1.0769230769230769,0.6923076923076923,4.890383872801569,4.687105753953029,12.701964146536548,12.787440212441084,1.7652831758475749,1.0959314675448657,1.0725319255304773,0.5059786362155482,0.011153895463922,0.1582799401291398,10.04719295447982,9.573767925562038,5.856859710131477,5.521755222868705,2.613269439478316,2.2385332022657223,5.389338155614578,4.027567579963106,15.43890896798638,15.477332833710138,1.0805855503000084,1.2948107404500633,0.2516713082659199,0.6381089253290994,0.1575427768740926,0.0749894176693158,9.403322924239992,8.030541611824233,3.917853756724521,4.275717868305803,2.734649160867608,2.42275693600213
1651,2020-12-23,2021,Verona,Inter,A,6.0,4.0,1.57,0.0714285714285714,1.5,-0.8571428571428571,-0.5,5.504191325336827,4.383999773088125,18.514171664437537,14.364125419662344,1.5969364535519424,1.260073270982179,0.6433652905989976,0.3607253269080705,0.0691140471343072,0.0784781170849692,10.033639121791616,9.979115236981295,5.000611656118504,5.146473033598766,3.4394682586593457,2.0621265395745434,4.034049861836907,3.405994178465513,12.90277311798309,16.892799505632155,1.5820633757247695,1.371051533860031,0.5125743702153993,0.5645927816843215,0.0,0.2889694319746992,10.648531840484994,7.950564432498942,5.653274415488086,3.792419702463704,1.9387616207969,4.002467527509365
1652,2020-12-23,2021,Bologna,Atalanta,D,5.0,4.2,1.61,-0.4285714285714285,0.8571428571428571,-0.5714285714285714,-0.2142857142857142,5.989563066991872,4.694297017948895,15.136865700906224,13.809746183641172,1.617651946758882,1.453194292515852,0.5336422249688088,0.9068168840348808,0.0676418540980765,0.1346676245359861,11.3614394504895,6.972746135637823,6.670965791412729,4.080890585634401,2.853719872925634,3.071427612390311,4.403051136930444,4.606828962051435,12.175057122835144,14.150341038406378,1.8077680577062163,1.1770830089900832,0.8922819827088907,0.5721380054944619,0.1976497229180596,7.78753280156197e-05,9.029696430863446,10.00249310535233,5.142321214188438,5.741127778023419,2.492459103181393,1.9419607546677344
1653,2020-12-23,2021,Milan,Lazio,H,2.2,3.75,3.0,1.1428571428571428,-0.0714285714285714,0.7142857142857143,0.2857142857142857,3.093033246796586,7.139428185366418,14.90181527240926,8.770995011725681,1.1933930037580722,1.8234386886746148,0.3899769127305392,0.5002281395357288,0.3173344695897864,0.0966196235042727,8.093314443731002,15.7818228058184,3.678019451757298,7.918191619983132,3.6467605618314383,1.924261229959709,3.97619546972584,6.2531917235270456,13.322757606649732,13.20033381448682,0.9417024521964628,1.0069820249779855,0.509308692601557,0.3371330121724074,0.0999625274866933,0.0222870118254496,8.876906279412097,9.177308007155611,4.526094678513927,4.652448223030094,2.45988276177196,2.2922709105457786
1654,2020-12-23,2021,Napoli,Torino,D,1.36,5.25,8.0,1.0714285714285714,-0.7142857142857143,1.2857142857142858,0.3571428571428571,4.984671512013021,2.7722482987051986,14.65165643858711,14.26165503899168,2.4777050259272584,1.2069374918703597,1.5645135344169885,0.6740509959405376,0.0138328089079751,0.0864191450786243,10.79931773087908,7.788273840387212,6.169844741697424,3.851217500598562,2.6648428164509617,2.8920911699497225,6.678170581891672,4.889625843717562,16.924463661665953,11.872969394256565,1.6249405442483935,1.1219336081982372,0.750225070538939,0.5586187182890284,0.3617551565697514,0.0944585718703684,11.654724873936878,8.279385375619462,5.983856751051423,3.896879854036075,2.5035987860371933,2.561632280125544
1655,2020-12-23,2021,Roma,Cagliari,H,1.28,5.75,10.0,0.7857142857142857,-0.4285714285714285,0.7857142857142857,0.2142857142857142,6.545989339561643,4.455200400398903,12.24968575852215,10.600785350774062,2.0033049002526435,1.4522573675633366,0.620379633835515,0.3089834022166433,0.1478036827266219,0.2398528485863913,13.789996983379474,10.188971898057916,6.408071895068101,4.725840915299942,3.0599228849812303,2.198073432883,6.51546278559091,4.951298221908068,11.451061305574408,12.70149671719036,2.1658166355975017,0.4667342114193605,0.8084249551564804,0.1659550231792441,0.0008300010026607,0.0097716165640005,13.80494525438597,8.611064940836455,6.183523380514752,3.551199728725631,1.7631320257644347,2.435802220834395
1656,2020-12-23,2021,Sampdoria,Sassuolo,A,2.6,3.6,2.6,-0.0714285714285714,0.3571428571428571,-0.4285714285714285,0.1428571428571428,2.2131123958883503,7.246355053312491,11.712750134522894,15.339978591571812,1.022159513369925,2.869661120637545,0.3231070756356972,1.0164732329114188,0.0024451857287157,7.240268656453372e-05,6.020705232450342,15.770717725446357,3.438269375509037,8.228795583348013,2.19495339261772,1.9509526511283184,6.30615904228746,2.621967111399028,13.49615360743617,13.518816554848208,1.437941375358535,1.2543608788878375,0.4209161031675582,0.361014508569589,0.0083311797279037,0.0457265850525592,10.977660808216145,6.605842375670377,4.989901422189682,4.0842128102896265,2.1802120529140603,2.4886438131507376
1657,2020-12-23,2021,Spezia,Genoa,A,2.15,3.5,3.3,-0.7142857142857143,-0.9285714285714286,0.2857142857142857,0.0,3.0806245507606844,6.260761676338449,12.458403870952935,14.135257378128363,1.4056367973396824,2.465664208467304,0.8584749005390321,0.5070740291368526,0.0796419616239971,0.0144744243387462,8.57574478246242,13.619285854117326,4.616988953057082,6.844995990770812,2.71699899087262,2.2744682287097304,3.709507150918336,6.233934125254411,11.636676110500476,11.983784392837686,1.1199607571884818,2.4692905789155137,0.4181214429952029,0.7028061120218174,0.1889836886908324,0.2059702506646402,9.658357921560796,13.341244621339902,4.572640468899501,7.808889160449872,1.804126732266734,2.450728323057885
1658,2020-12-23,2021,Udinese,Benevento,A,1.85,3.4,4.5,-0.2142857142857142,-0.4285714285714285,0.0,0.1428571428571428,7.17131033232839,4.129625858393784,13.158593948334795,13.798014830282302,1.934702408046481,0.9715370880359824,0.8010394353384395,0.4080025252516321,0.0553667943489625,0.2750791928346174,13.13708299069763,7.83170549288783,6.565343438231382,3.40991197767006,1.843140220065172,2.469309187199768,5.735244360240219,6.348060246802042,13.117966891027637,15.256210808137416,1.2055760066719987,2.033170712410699,0.399221668065366,1.2807831832133203,0.0427333605973346,0.1235625900510961,10.301222958586711,11.15822516684164,5.874644756158853,5.702341288158404,2.200219237180192,2.9350958547391146
1659,2021-01-03,2021,Inter,Crotone,H,1.2,7.0,12.0,1.5,-1.4285714285714286,1.7142857142857142,0.7857142857142857,5.602496384761275,4.678314605314811,11.415955827774209,13.577551758696126,1.8427193199414496,1.1448860982646134,0.7300488949436376,0.4681129135863777,0.1617134096602305,6.371617746732518e-05,10.115206170706458,10.729312540742818,5.661899175245087,5.970013636564616,2.2211029026029574,1.7706951629099643,1.9925465057268317,7.565199589073856,11.946795564609642,15.27816430219512,0.8363123291208474,2.3479045532489,0.2643603346110248,0.8316599178366149,0.0020006065053129,5.923856173461847e-05,6.016940644732098,15.630587229910653,3.358584034507394,7.459923659102918,2.15950732123268,1.7780521691049875
1660,2021-01-03,2021,Atalanta,Sassuolo,H,1.5,4.5,5.5,0.8571428571428571,0.3571428571428571,-0.0714285714285714,0.2142857142857142,6.191224062942782,6.364258747789434,16.392735992984406,12.259707325054436,2.056775223523378,1.0997635692707424,0.9774598686080016,0.4570503409310788,0.295980625479567,0.2591046363044993,10.62657953786484,9.319510824097296,5.441330196622485,4.279270371254383,2.2302135880564764,2.641336551636753,4.867065629821039,4.677817996163013,17.693413179994348,13.93428443426919,1.3065843710879523,1.0309690398945095,0.5263897832173615,0.2951389038338758,0.2383660385644334,0.0642093685240657,9.300250190556776,9.619276102984696,4.636864082278775,4.574387027489898,3.359564938903101,2.2326489869246267
1661,2021-01-03,2021,Cagliari,Napoli,A,7.0,4.33,1.45,-0.6666666666666666,1.2,-0.9333333333333332,-0.2666666666666666,3.044516113387952,5.410239449919441,12.984644691971,16.12275226475901,1.7458923613304926,1.817018052897191,0.4884799422022331,1.1903061487119613,0.0782368662192884,0.0378156795995707,9.09931115797614,10.238084196617882,5.493164839702806,5.9986718258634415,3.082093777712765,3.0248135949507726,4.401412607206526,3.143266314035849,12.734078498200905,16.352243187563044,1.286434746202141,1.1148531462485018,0.4167933408835093,0.4590914516815076,0.0,0.4218345217045714,10.153620037163002,7.586076701587987,4.97061370461356,3.64434601955024,2.1370674867024944,3.815143741467757
1662,2021-01-03,2021,Fiorentina,Bologna,D,2.1,3.4,3.4,-0.3333333333333333,-0.4,-0.0666666666666666,0.2,5.9651999311056345,5.921140201928943,12.36924563811352,14.84599066120334,0.9863803690952714,2.027139673790572,0.3266359102352993,1.2297316953563528,0.0349636586705465,0.2829148464054426,11.519182420661856,10.76582059105225,5.170163891402696,6.12009741758415,2.163815739511066,2.946896608422912,1.9939016865037715,7.462436027424064,13.411014552862436,17.227588974523282,0.866073723826148,2.1028309981127355,0.3981130010453841,0.8622672055026851,0.0016368598679832,4.8467914146506e-05,6.01386052750808,16.06138955174508,2.9297505736878664,7.558119357447842,2.3123241719176475,1.818406320176808
1663,2021-01-03,2021,Genoa,Lazio,D,5.25,4.0,1.61,-0.8666666666666667,-0.0666666666666666,-0.7333333333333333,-0.1333333333333333,5.856587951168316,4.19134831343939,14.067600222724357,14.745269620751378,1.6894976254066405,1.118543171307411,0.7791309140447945,0.5648196565706728,0.1323109715401886,5.213141792781149e-05,11.548805048759831,9.86943753333503,6.087008416109617,5.066374793552866,2.180902374856965,1.994205133289971,3.247783723349652,5.667895917004184,12.73869407623422,13.019756036650476,1.1500664705506487,2.380997988745976,0.7023885549864805,0.5966969329301522,0.0651616049650885,0.0118427108226105,8.471063912923798,14.05214297155054,4.5048091434103394,6.69136035608521,2.586635537986689,2.2245649143988704
1664,2021-01-03,2021,Parma,Torino,A,2.75,3.2,2.6,-1.2,-0.4666666666666667,0.2666666666666666,0.0666666666666666,3.435069020684777,5.843520501067582,12.900438041804325,13.527545848216487,1.8613929154334712,0.8238943840728968,1.143979839401275,0.2758361008683332,0.0817875224891127,0.018234827857186,9.081105137700808,9.326888369490955,4.97589564605685,4.352003091570076,2.194449532358876,1.8754943813556364,6.442003973737876,2.99547588219307,14.53317344899182,14.21408139523298,2.209031383123306,1.7147670420659042,1.280056526331674,0.9151326345912448,0.1931359357131206,0.0707065731451914,11.381259965367407,7.463133140045913,6.138963879372206,3.6964506813135136,2.7257804865786843,2.5480745913848684
1665,2021-01-03,2021,Roma,Sampdoria,H,1.45,4.75,6.0,0.8,-0.1333333333333333,0.7333333333333333,0.2666666666666666,3.5805058507513654,5.827764284299063,10.97546227222766,12.350369048685382,1.279967892245122,2.0203286554763284,0.5239175442688025,0.5750231825633049,0.1546230180197719,0.1685211141801601,10.811383754004291,12.370109235641737,4.832160383645047,7.116363858549893,1.8397400536727824,2.368777718865542,4.546677714110373,5.107631980507024,12.210697938075358,13.189723810179071,1.4443225984207422,1.078489382536708,0.8775261208885718,0.595800702358176,0.0091259144704816,0.1295017691965689,9.674976053665308,11.105810120914397,4.9737943082893885,5.608708818710759,2.3199477232095305,2.1951635291265
1666,2021-01-03,2021,Spezia,Verona,A,2.9,3.4,2.37,-0.7333333333333333,0.1333333333333333,-0.4666666666666667,-0.2666666666666666,6.795948307326105,2.327064000235568,13.76958022426596,13.424486272148531,1.17649748892971,1.026295264544594,0.3443859025916383,0.2953755070114818,0.0068164197773757,0.0374126604975484,11.7089952067223,6.495689216457581,4.809919345427922,3.887083208418785,1.9656280432933213,2.399799483486967,6.594708453723228,4.651512065958552,13.129758685001196,12.9256484975037,1.9465746974925755,0.7948939811203489,0.8372140834587232,0.3338202479331534,0.2271182862855151,0.2250647941374141,12.38488608329806,9.49866813054459,6.826190085825677,3.153564345366412,2.0534783618715045,2.383980244072537
1667,2021-01-03,2021,Benevento,Milan,A,5.25,4.2,1.57,-0.4666666666666667,1.2,-1.0666666666666669,-0.2,5.682185765984377,3.840737109411733,15.35910733681672,14.481454128851327,1.0659336319485824,1.059390603974033,0.3877310714678616,0.5220891198127091,0.1288986353993161,0.0613549779860058,10.96635513210716,8.024988591448947,4.29642580392934,3.6801327966640014,2.601076585115466,2.164073854697586,3.2579362928335707,6.023168515299794,14.91966704106212,9.176268645957377,0.9764124576202404,2.582813472551959,0.3190720195068047,1.1365502959837794,0.2596372933007342,0.0790524192307686,8.439984544870821,14.730582295669596,3.5547431878014257,7.751247689077108,2.9837131869529934,1.756213733603398
1668,2021-01-03,2021,Juventus,Udinese,H,1.4,4.5,7.5,1.0,-0.4,0.8,0.3333333333333333,5.749006236771034,4.433838266906251,12.613737627496263,12.198598945845845,0.927593510914606,1.922715984082316,0.4442919745436528,0.9264324235390248,0.0644371039050259,0.0101779257942152,7.544099105091879,11.24879935477749,4.463839081459209,5.778343152785056,2.8025317633374134,3.2812124649706225,5.719445823277707,4.554254873053648,12.022470166063576,11.94609710517878,1.8208858274794355,1.3700287552790935,0.6894015185926942,0.2528046018136171,0.120930285867236,0.1962432397525019,13.282724804583204,11.063704280229206,5.60660427778299,4.957506203427226,2.8672096331664605,2.3438782632679094
1669,2021-01-06,2021,Cagliari,Benevento,A,2.4,3.4,2.87,-0.6666666666666666,-0.4666666666666667,-0.2666666666666666,-0.3333333333333333,6.239924095531276,4.414698541749775,12.64177743948414,12.3921336757135,1.953849973217856,0.5636916281478976,0.6614385987290741,0.317599565393721,0.0006790917284801,0.0079949589954942,14.022227936802778,9.04541677256606,6.15015549293404,3.2691634125997533,1.988017113434004,2.3565654529008517,5.809642509356986,5.840788469230915,14.384708300741456,12.75342869570641,1.5053515928027217,1.5526135120584246,0.4366163658835706,0.7419410869376295,0.0553433351711535,0.1101826018930794,11.841177732218682,8.43224683824913,6.730790192974051,4.793455933700875,2.516679896030064,2.6948044101375266
1670,2021-01-06,2021,Atalanta,Parma,H,1.25,6.5,10.0,1.0,-1.2,0.8666666666666667,0.5333333333333333,5.073053697126305,4.55457836049701,17.749156238177193,15.400778173492975,1.432659939981052,1.207156487186417,0.6125007317232959,0.2414772849549892,0.1950267588254454,0.0525349378833264,9.427477428637362,10.41577135698748,4.33925243095536,4.833589386128099,2.930553131829809,2.372167352938331,3.355965562378454,5.690153137237112,13.645812943294448,13.067992057631672,1.7047760217182943,1.037731768786916,0.9359835049646792,0.5893204461650003,0.0669170638547285,0.0149194046104249,8.702722385391569,9.812908665947148,4.616641892228332,4.651638893102789,2.1590950719299893,1.8981317665637023
1671,2021-01-06,2021,Bologna,Udinese,D,2.6,3.3,2.62,-0.5,-0.375,0.0,0.0625,4.992736311544852,5.269880711323929,11.990571040243472,13.882501299237424,1.5453548532533343,0.88240040389367,0.8997940989088316,0.4874733019294165,0.0074666572940304,0.1059559929790108,11.915889498453437,11.26839009892996,6.251286252236775,5.134398124399711,2.4435935917168887,2.1596792511035,6.153345398177337,5.75366016521459,12.66574643118379,14.14671963189364,1.352493029259768,1.6585688240104672,0.4490657447379724,1.0061441143824703,0.0286066298213562,0.2314757834226348,12.879331071450611,10.626580483588205,6.048315911147663,5.552806978023394,1.952212877781781,2.7747335887096547
1672,2021-01-06,2021,Crotone,Roma,A,7.0,5.0,1.4,-1.375,0.875,-1.375,-0.3125,5.662434780382989,5.687917838461658,14.314761336970282,12.98007802375979,1.2316513032022265,1.6339565098659838,0.3572315720865577,0.970679071130788,0.0452809105945801,0.0901494015488831,11.68823632636074,8.899111049476561,6.779737430615132,4.6491912184825335,2.240919914933688,2.386658153748885,4.020413877887481,6.040898050790143,12.07083276818627,12.104847403469856,1.0472464572914628,2.0166325362988142,0.4286598089472019,0.6522916948245223,0.1265097420161769,0.1378809116019491,11.027495798730785,14.12099846552506,4.499040313891402,8.004297702449914,1.868878225732277,2.4835454063445344
1673,2021-01-06,2021,Lazio,Fiorentina,H,1.72,3.8,4.2,0.0,-0.375,0.4375,-0.0625,3.202732137286078,5.364642113912514,12.42256788055527,13.5616185754413,0.940963475905076,1.9480892635194345,0.5746815449889384,0.4882065814883062,0.0533140404259815,0.009689490673045,8.021779565119472,13.315389703995894,3.867571117335732,6.202022109524262,2.6617927128982006,2.183734929962712,5.792815394784437,6.298029170893991,17.412249525547157,13.303408148781598,2.0464523443751985,1.2634446840686455,0.7997379774439608,0.5557695245166072,0.2421653864119467,0.2119941947894075,11.239935322052608,9.4432374620311,5.542907619063255,4.046673251934049,2.3701762620410483,2.342908508336152
1674,2021-01-06,2021,Sampdoria,Inter,H,6.0,4.2,1.5,-0.0625,1.25,-1.1875,-0.5625,4.140855253119157,2.744779960325267,12.597595102661227,15.728978054427197,1.7909538143460693,1.465348691781461,0.5252259204136953,0.5596597635607913,0.0,0.343405024015704,10.68283265308377,7.105260916595227,5.533851735708355,3.5245461168610555,2.297508038802955,3.2917387136547327,5.5190265055013485,3.9747395291776817,14.41894563677447,14.064311507887489,1.382316238969069,0.9151716856151544,0.6374707478548317,0.462125173557823,0.1082544312601542,4.265297830457302e-05,11.267204130803496,9.165903436365024,5.707552340453322,4.327033921997798,2.1480110339738805,2.177076927237249
